trade_date,factor,spearman_ic,rolling_rank_ic,window
2023-10-30,factor_size,0.059578142459432826,-0.038096723739266106,60
2023-10-31,factor_size,-0.026273590774035595,-0.04271207673517455,60
2023-11-01,factor_size,0.046811397646697214,-0.042801505623959415,60
2023-11-02,factor_size,0.04113728884103695,-0.041557724527066485,60
2023-11-03,factor_size,0.23988403697251098,-0.0363323228394887,60
2023-11-06,factor_size,0.3487726662609654,-0.029487415133530058,60
2023-11-07,factor_size,0.3670901696879339,-0.020519856216758284,60
2023-11-08,factor_size,0.38762797656059556,-0.010225254823880096,60
2023-11-09,factor_size,0.3282449811904059,-0.001812603071829911,60
2023-11-10,factor_size,0.3244726785497682,0.005338624276173439,60
2023-11-13,factor_size,0.22930800586353128,0.012152694434275238,60
2023-11-14,factor_size,0.2903046755243792,0.019680139866132148,60
2023-11-15,factor_size,0.2865424946858436,0.026650453600041982,60
2023-11-16,factor_size,0.3270630325697435,0.03333295022062122,60
2023-11-17,factor_size,0.3811520915106572,0.04050884760691005,60
2023-11-20,factor_size,0.29548538356432985,0.045318477154316646,60
2023-11-21,factor_size,0.27537930236166414,0.05078908530929896,60
2023-11-22,factor_size,0.34735413905955037,0.05689491978495512,60
2023-11-23,factor_size,0.27544097745737783,0.06272527216642342,60
2023-11-24,factor_size,0.18459356147109987,0.063365665243584,60
2023-11-27,factor_size,0.16695448409698202,0.0661698262620335,60
2023-11-28,factor_size,0.17077834003123135,0.07140501396986461,60
2023-11-29,factor_size,0.12563216996880397,0.07518775317363811,60
2023-11-30,factor_size,0.08924661551719605,0.07729297564099027,60
2023-12-01,factor_size,-0.09812507728049442,0.07482903001864824,60
2020-02-06,factor_turnover,-0.08294788775824853,,60
2020-02-07,factor_turnover,-0.13980881899475794,,60
2020-02-10,factor_turnover,-0.03089731729879741,,60
2020-02-11,factor_turnover,-0.0963922294172063,,60
2020-02-12,factor_turnover,-0.02608695652173913,,60
2020-02-13,factor_turnover,0.17866724236808862,,60
2020-02-14,factor_turnover,0.07986432315757014,,60
2020-02-17,factor_turnover,0.21048411964230648,,60
2020-02-18,factor_turnover,0.23737280296022198,,60
2020-02-19,factor_turnover,0.27585568917668823,0.060611096731412614,60
2020-02-20,factor_turnover,0.15436324390995992,0.06913401920218964,60
2020-02-21,factor_turnover,0.2928769657724329,0.08777926474970991,60
2020-02-24,factor_turnover,0.3739130434782609,0.10978955542113691,60
2020-02-25,factor_turnover,0.3705827937095282,0.1284176438703077,60
2020-02-26,factor_turnover,0.25402405180388526,0.1367914043992129,60
2020-02-27,factor_turnover,0.3186555658341042,0.1481579144888936,60
2020-02-28,factor_turnover,0.2202281837804502,0.15239734209427927,60
2020-03-02,factor_turnover,0.24489670058587729,0.1575361953438125,60
2020-03-03,factor_turnover,0.34307739747147703,0.1673015217715843,60
2020-03-04,factor_turnover,0.34776441566450816,0.17632466646623052,60
2020-03-05,factor_turnover,0.34172062904717854,0.1842006646843709,60
2020-03-06,factor_turnover,0.3444341658957755,0.19148400564852563,60
2020-03-09,factor_turnover,0.2505704594511255,0.1940529819008126,60
2020-03-10,factor_turnover,0.26426148627813756,0.1969783362498678,60
2020-03-11,factor_turnover,0.20024668516805424,0.19710907020659527,60
2020-03-12,factor_turnover,0.19987665741597288,0.1972155158684944,60
2020-03-13,factor_turnover,0.22639531298180696,0.1982962490949134,60
2020-03-16,factor_turnover,0.12870798643231576,0.1958109539998206,60
2020-03-17,factor_turnover,0.0523605415155358,0.19086438805208664,60
2020-03-18,factor_turnover,-0.024607604316488556,0.18368198830646748,60
2020-03-19,factor_turnover,0.16059699659182006,0.18293731115438208,60
2020-03-20,factor_turnover,0.022079003371686473,0.17791048903617285,60
2020-03-23,factor_turnover,-0.057664436180242605,0.1707718549387057,60
2020-03-24,factor_turnover,-0.13272480572344889,0.1618454825662894,60
2020-03-25,factor_turnover,-0.06389342875158432,0.15539579938577872,60
2020-03-26,factor_turnover,-0.07320608101170907,0.14904574715251517,60
2020-03-27,factor_turnover,-0.1599185914602878,0.14069535962243943,60
2020-03-30,factor_turnover,-0.1905701687667911,0.13197784571745966,60
2020-03-31,factor_turnover,-0.21912485748492191,0.12297521230201397,60
2020-04-01,factor_turnover,-0.302692035050942,0.11233353111819008,60
2020-04-02,factor_turnover,-0.3334052855512209,0.10146185266283861,60
2020-04-03,factor_turnover,-0.36448857521415384,0.09036779485624354,60
2020-04-07,factor_turnover,-0.23472817551016403,0.08280742345237359,60
2020-04-08,factor_turnover,-0.2651947332353403,0.07489828352765282,60
2020-04-09,factor_turnover,-0.28764377576968075,0.06684179332104541,60
2020-04-10,factor_turnover,-0.34376638210553184,0.05791552863785894,60
2020-04-13,factor_turnover,-0.3854574610978784,0.04848206077114113,60
2020-04-14,factor_turnover,-0.37830337061990177,0.03959069761716107,60
2020-04-15,factor_turnover,-0.2958463105418436,0.032745044389426284,60
2020-04-16,factor_turnover,-0.3004101268812425,0.026081940964012906,60
2020-04-17,factor_turnover,-0.3066913351834721,0.01955697476504261,60
2020-04-20,factor_turnover,-0.21936478569226026,0.014962325525479095,60
2020-04-21,factor_turnover,-0.23737280296022198,0.010201285365371527,60
2020-04-22,factor_turnover,-0.19148936170212763,0.00646627338264006,60
2020-04-23,factor_turnover,-0.3205057045945112,0.000521328328510037,60
2020-04-24,factor_turnover,-0.25353068146777674,-0.004015314703566512,60
2020-04-27,factor_turnover,-0.1330249768732655,-0.00627864211005246,60
2020-04-28,factor_turnover,-0.15485661424606847,-0.008840331284811357,60
2020-04-29,factor_turnover,-0.21566450817144617,-0.012345825808313643,60
2020-04-30,factor_turnover,-0.15603318025242116,-0.014740615049048767,60
2020-05-06,factor_turnover,-0.10879151382026521,-0.015171342150082376,60
2020-05-07,factor_turnover,-0.10391612704286154,-0.014573130617550773,60
2020-05-08,factor_turnover,-0.017452975639839653,-0.014349058256568143,60
2020-05-11,factor_turnover,0.003638606228800493,-0.01268187766246803,60
2020-05-12,factor_turnover,-0.04015296397663487,-0.012916311120049625,60
2020-05-13,factor_turnover,-0.09330866481652789,-0.0174492429064599,60
2020-05-14,factor_turnover,-0.04952204748689485,-0.019605682417200985,60
2020-05-15,factor_turnover,-0.0482886216466235,-0.02391856143868315,60
2020-05-18,factor_turnover,-0.17705827937095284,-0.03082574614420273,60
2020-05-19,factor_turnover,-0.25402405180388526,-0.039657075160545625,60
2020-05-20,factor_turnover,-0.2706753006475485,-0.04674105090317076,60
2020-05-21,factor_turnover,-0.372186247301881,-0.057825437787742656,60
2020-05-22,factor_turnover,-0.41695960530373105,-0.07100664860077587,60
2020-05-25,factor_turnover,-0.23527597903176073,-0.08110429481313067,60
