ts_code,trade_date,turnover_rate,pe,pb,total_mv,circ_mv
000333.SZ,20210825,0.37163641472613995,,,1.985,1.985
000333.SZ,20210826,0.4479963204981333,,,1.985,1.985
000333.SZ,20210827,0.3599706960942923,,,1.985,1.985
000333.SZ,20210830,0.6647096129102018,,,1.985,1.985
000333.SZ,20210831,0.4685658316379879,,,1.985,1.985
000333.SZ,20210901,0.7933588740056089,,,1.985,1.985
000333.SZ,20210902,0.6268430794896835,,,1.985,1.985
000333.SZ,20210903,0.4204352559940365,,,1.985,1.985
000333.SZ,20210906,0.5806570517054721,,,1.985,1.985
000333.SZ,20210907,0.5707827516924026,,,1.985,1.985
000333.SZ,20210908,0.39114009005785144,,,1.985,1.985
000333.SZ,20210909,0.32764389075602984,,,1.985,1.985
000333.SZ,20210910,0.309008255631437,,,1.985,1.985
000333.SZ,20210913,0.3121481087092545,,,1.985,1.985
000333.SZ,20210914,0.4500840880289626,,,1.985,1.985
000333.SZ,20210915,0.58095084992942,,,1.985,1.985
000333.SZ,20210916,0.43194909141071985,,,1.985,1.985
000333.SZ,20210917,0.382570041894951,,,1.985,1.985
000333.SZ,20210922,0.35134683427606234,,,1.985,1.985
000333.SZ,20210923,0.29234752741866465,,,1.985,1.985
000333.SZ,20210924,0.4012556206653371,,,1.985,1.985
000333.SZ,20210927,0.4876572629993439,,,1.985,1.985
000333.SZ,20210928,0.5094257441390336,,,1.985,1.985
000333.SZ,20210929,0.43289604169864443,,,1.985,1.985
000333.SZ,20210930,0.3207287407618711,,,1.985,1.985
000333.SZ,20211008,0.6100157209799539,,,1.985,1.985
000333.SZ,20211011,0.34374549054559994,,,1.985,1.985
000333.SZ,20211012,0.31662276325797295,,,1.985,1.985
000333.SZ,20211013,0.2353653310998085,,,1.985,1.985
000333.SZ,20211014,0.23796685705568024,,,1.985,1.985
000333.SZ,20211015,0.29941423812719303,,,1.985,1.985
000333.SZ,20211018,0.32106233851570715,,,1.985,1.985
000333.SZ,20211019,0.26539612134864465,,,1.985,1.985
000333.SZ,20211020,0.4438286573876903,,,1.985,1.985
000333.SZ,20211021,0.3019384665062322,,,1.985,1.985
000333.SZ,20211022,1.201285203721869,,,1.985,1.985
000333.SZ,20211025,0.6311942455522959,,,1.985,1.985
000333.SZ,20211026,0.5811583058951575,,,1.985,1.985
000333.SZ,20211027,0.9946173712900799,,,1.985,1.985
000333.SZ,20211028,0.4074923609196453,,,1.985,1.985
000333.SZ,20211029,0.4134184009765393,,,1.985,1.985
000333.SZ,20211101,1.0966649637681636,,,1.985,1.985
000333.SZ,20211102,0.4981112435317128,,,1.985,1.985
000333.SZ,20211103,0.32449868709684615,,,1.985,1.985
