trade_date,factor,rank_ic
2020-03-11,factor_turnover,0.20024668516805424
2020-03-11,factor_size,0.13876896535582178
2020-03-11,factor_reversal_5d,-0.19629972247918595
2020-03-12,factor_momentum,0.0292330938496631
2020-03-12,factor_volatility,0.37366635831020656
2020-03-12,factor_turnover,0.19987665741597288
2020-03-12,factor_size,0.05260885664378488
2020-03-12,factor_reversal_5d,-0.03311748381128584
2020-03-13,factor_momentum,-0.01091581868640148
2020-03-13,factor_volatility,0.33160653715695343
2020-03-13,factor_turnover,0.22639531298180696
2020-03-13,factor_size,-0.03324287658968353
2020-03-13,factor_reversal_5d,0.13117483811285846
2020-03-16,factor_momentum,0.1738513721862473
2020-03-16,factor_volatility,0.16349059512796793
2020-03-16,factor_turnover,0.12870798643231576
2020-03-16,factor_size,-0.1085481684561095
2020-03-16,factor_reversal_5d,0.070613629355535
2020-03-17,factor_momentum,0.2303422756706753
2020-03-17,factor_volatility,0.05408572309589886
2020-03-17,factor_turnover,0.0523605415155358
2020-03-17,factor_size,-0.1258788703516588
2020-03-17,factor_reversal_5d,-0.18741905642923218
2020-03-18,factor_momentum,0.23576934936786928
2020-03-18,factor_volatility,-0.005735430157261794
2020-03-18,factor_turnover,-0.024607604316488556
2020-03-18,factor_size,-0.2409029238577066
2020-03-18,factor_reversal_5d,-0.09429540548874499
2020-03-19,factor_momentum,0.00746222633364169
2020-03-19,factor_volatility,0.13376503237742832
2020-03-19,factor_turnover,0.16059699659182006
2020-03-19,factor_size,-0.22437399820643542
2020-03-19,factor_reversal_5d,0.14757940178846746
2020-03-20,factor_momentum,0.0625963613937712
2020-03-20,factor_volatility,0.04335491828553808
2020-03-20,factor_turnover,0.022079003371686473
2020-03-20,factor_size,-0.20617984497089434
2020-03-20,factor_reversal_5d,-0.00770891150169596
2020-03-23,factor_momentum,0.09972247918593895
2020-03-23,factor_volatility,-0.08023435090965156
2020-03-23,factor_turnover,-0.057664436180242605
2020-03-23,factor_size,-0.22943135605495868
2020-03-23,factor_reversal_5d,0.029787234042553193
2020-03-24,factor_momentum,0.1167473558173254
2020-03-24,factor_volatility,-0.07801659012621058
2020-03-24,factor_turnover,-0.13272480572344889
2020-03-24,factor_size,-0.251950535167758
2020-03-24,factor_reversal_5d,-0.05242221470931146
2020-03-25,factor_momentum,0.1686709836571076
2020-03-25,factor_volatility,-0.024853530681467773
2020-03-25,factor_turnover,-0.06389342875158432
2020-03-25,factor_size,-0.17842605189972996
2020-03-25,factor_reversal_5d,0.03570767807585569
2020-03-26,factor_momentum,0.1345050878815911
2020-03-26,factor_volatility,-0.07160037002775207
2020-03-26,factor_turnover,-0.07320608101170907
2020-03-26,factor_size,-0.14555322588432865
2020-03-26,factor_reversal_5d,-0.2910268270120259
2020-03-27,factor_momentum,0.185445575084798
2020-03-27,factor_volatility,-0.197286463151403
2020-03-27,factor_turnover,-0.1599185914602878
2020-03-27,factor_size,-0.15770321973992724
2020-03-27,factor_reversal_5d,-0.2549188941865314
2020-03-30,factor_momentum,0.09010175763182238
2020-03-30,factor_volatility,-0.2450200431699044
2020-03-30,factor_turnover,-0.1905701687667911
2020-03-30,factor_size,-0.2805600104016148
2020-03-30,factor_reversal_5d,-0.4102991057662658
2020-03-31,factor_momentum,-0.09996916435399322
2020-03-31,factor_volatility,-0.24896700585877274
2020-03-31,factor_turnover,-0.21912485748492191
2020-03-31,factor_size,-0.3290366356325819
2020-03-31,factor_reversal_5d,-0.16410730804810358
2020-04-01,factor_momentum,-0.20925069380203515
2020-04-01,factor_volatility,-0.3020043169904409
2020-04-01,factor_turnover,-0.302692035050942
2020-04-01,factor_size,-0.30300974524140106
2020-04-01,factor_reversal_5d,-0.08923835954363243
2020-04-02,factor_momentum,-0.23046561825470244
2020-04-02,factor_volatility,-0.32062904717853835
2020-04-02,factor_turnover,-0.3334052855512209
2020-04-02,factor_size,-0.29548538356432985
2020-04-02,factor_reversal_5d,-0.12359689181025195
2020-04-03,factor_momentum,-0.1971631205673759
2020-04-03,factor_volatility,-0.3615787850755473
2020-04-03,factor_turnover,-0.36448857521415384
2020-04-03,factor_size,-0.31824349388268464
2020-04-03,factor_reversal_5d,-0.010175763182238668
2020-04-07,factor_momentum,-0.2377428307123034
2020-04-07,factor_volatility,-0.24045636756090039
2020-04-07,factor_turnover,-0.23472817551016403
2020-04-07,factor_size,-0.33107191379113393
2020-04-07,factor_reversal_5d,-0.0046871627269502005
2020-04-08,factor_momentum,-0.2810360777058279
2020-04-08,factor_volatility,-0.2799259944495837
2020-04-08,factor_turnover,-0.2651947332353403
2020-04-08,factor_size,-0.34093992910532567
2020-04-08,factor_reversal_5d,0.038914585260561206
2020-04-09,factor_momentum,-0.2520505704594511
2020-04-09,factor_volatility,-0.3161887141535615
2020-04-09,factor_turnover,-0.28764377576968075
2020-04-09,factor_size,-0.3809670662235161
2020-04-09,factor_reversal_5d,0.015232809127351218
2020-04-10,factor_momentum,-0.19506629663891456
2020-04-10,factor_volatility,-0.3681159420289855
2020-04-10,factor_turnover,-0.34376638210553184
2020-04-10,factor_size,-0.35339829843949283
2020-04-10,factor_reversal_5d,-0.07030744090425302
2020-04-13,factor_momentum,-0.16743755781683625
2020-04-13,factor_volatility,-0.3980881899475794
2020-04-13,factor_turnover,-0.3854574610978784
2020-04-13,factor_size,-0.3130011107470203
2020-04-13,factor_reversal_5d,0.009806945118717275
2020-04-14,factor_momentum,-0.13006475485661423
2020-04-14,factor_volatility,-0.39821153253160657
2020-04-14,factor_turnover,-0.37830337061990177
2020-04-14,factor_size,-0.357037129086601
2020-04-14,factor_reversal_5d,-0.12101205636401088
2020-04-15,factor_momentum,0.07949429540548875
2020-04-15,factor_volatility,-0.35713845205057043
2020-04-15,factor_turnover,-0.2958463105418436
2020-04-15,factor_size,-0.39040335586771197
2020-04-15,factor_reversal_5d,-0.34061054579093425
2020-04-16,factor_momentum,0.21615787850755472
2020-04-16,factor_volatility,-0.33703361085414735
2020-04-16,factor_turnover,-0.3004101268812425
2020-04-16,factor_size,-0.40656223094470106
2020-04-16,factor_reversal_5d,-0.3232192414431082
2020-04-17,factor_momentum,0.3374036386062288
2020-04-17,factor_volatility,-0.3145852605612088
2020-04-17,factor_turnover,-0.3066913351834721
2020-04-17,factor_size,-0.30239299428426414
2020-04-17,factor_reversal_5d,-0.3486278137526981
2020-04-20,factor_momentum,0.35331483194572927
2020-04-20,factor_volatility,-0.29090348442799874
2020-04-20,factor_turnover,-0.21936478569226026
2020-04-20,factor_size,-0.2677932655888792
2020-04-20,factor_reversal_5d,-0.06482452402372237
2020-04-21,factor_momentum,0.33037311131668207
2020-04-21,factor_volatility,-0.27005858772741287
2020-04-21,factor_turnover,-0.23737280296022198
2020-04-21,factor_size,-0.2460836318976573
2020-04-21,factor_reversal_5d,-0.012149244526672834
2020-04-22,factor_momentum,0.35529926934158046
2020-04-22,factor_volatility,-0.31063829787234043
2020-04-22,factor_turnover,-0.19148936170212763
2020-04-22,factor_size,-0.2018009131752217
2020-04-22,factor_reversal_5d,-0.07554733271662042
2020-04-23,factor_momentum,0.35454825778600063
2020-04-23,factor_volatility,-0.37502312673450505
2020-04-23,factor_turnover,-0.3205057045945112
2020-04-23,factor_size,-0.22702602732212446
2020-04-23,factor_reversal_5d,-0.01325932778291705
2020-04-24,factor_momentum,0.17237126117792168
2020-04-24,factor_volatility,-0.3934011717545482
2020-04-24,factor_turnover,-0.25353068146777674
2020-04-24,factor_size,-0.23041815758637788
2020-04-24,factor_reversal_5d,0.07850755473327167
2020-04-27,factor_momentum,0.11958063521430773
2020-04-27,factor_volatility,-0.2561208757323466
2020-04-27,factor_turnover,-0.1330249768732655
2020-04-27,factor_size,-0.20032071087809294
2020-04-27,factor_reversal_5d,-0.008818994757940178
2020-04-28,factor_momentum,0.10749306197964847
2020-04-28,factor_volatility,-0.25624421831637373
2020-04-28,factor_turnover,-0.15485661424606847
2020-04-28,factor_size,-0.11656593089889031
2020-04-28,factor_reversal_5d,-0.05642923219241443
2020-04-29,factor_momentum,0.10810977489978414
2020-04-29,factor_volatility,-0.24798026518655564
2020-04-29,factor_turnover,-0.21566450817144617
2020-04-29,factor_size,-0.16917478754267518
2020-04-29,factor_reversal_5d,-0.10403946962688868
2020-04-30,factor_momentum,0.24811125855948235
2020-04-30,factor_volatility,-0.22732739225708476
2020-04-30,factor_turnover,-0.15603318025242116
2020-04-30,factor_size,-0.23270731191871502
2020-04-30,factor_reversal_5d,-0.2603842241208388
2020-05-06,factor_momentum,0.2987449506492997
2020-05-06,factor_volatility,-0.23133614985250267
2020-05-06,factor_turnover,-0.10879151382026521
2020-05-06,factor_size,-0.2560212170089017
2020-05-06,factor_reversal_5d,-0.29467451986010607
2020-05-07,factor_momentum,0.3023743447425224
2020-05-07,factor_volatility,-0.22281837804502003
2020-05-07,factor_turnover,-0.10391612704286154
2020-05-07,factor_size,-0.3191069452226764
2020-05-07,factor_reversal_5d,-0.3232192414431082
2020-05-08,factor_momentum,0.3322232500770891
2020-05-08,factor_volatility,-0.11415356151711378
2020-05-08,factor_turnover,-0.017452975639839653
2020-05-08,factor_size,-0.2758727031273737
2020-05-08,factor_reversal_5d,-0.10527289546716004
2020-05-11,factor_momentum,0.3132284921369103
2020-05-11,factor_volatility,-0.07320382362010484
2020-05-11,factor_turnover,0.003638606228800493
2020-05-11,factor_size,-0.28703589545155317
2020-05-11,factor_reversal_5d,-0.16817761332099906
2020-05-12,factor_momentum,0.26281379340159944
2020-05-12,factor_volatility,-0.09665083648446521
2020-05-12,factor_turnover,-0.04015296397663487
2020-05-12,factor_size,-0.31106587771981814
2020-05-12,factor_reversal_5d,-0.1314417893058359
2020-05-13,factor_momentum,0.3237126117792168
2020-05-13,factor_volatility,-0.14079555966697502
2020-05-13,factor_turnover,-0.09330866481652789
2020-05-13,factor_size,-0.3110275076841819
2020-05-13,factor_reversal_5d,-0.12866401709279077
2020-05-14,factor_momentum,0.22799876657415974
2020-05-14,factor_volatility,-0.1215541165587419
2020-05-14,factor_turnover,-0.04952204748689485
2020-05-14,factor_size,-0.27001356903457235
2020-05-14,factor_reversal_5d,-0.15140302189330865
2020-05-15,factor_momentum,0.2426765340733888
2020-05-15,factor_volatility,-0.14819611470860314
2020-05-15,factor_turnover,-0.0482886216466235
2020-05-15,factor_size,-0.2593437774761025
2020-05-15,factor_reversal_5d,-0.1955596669750231
2020-05-18,factor_momentum,0.04767190872648781
2020-05-18,factor_volatility,-0.17483811285846437
2020-05-18,factor_turnover,-0.17705827937095284
2020-05-18,factor_size,-0.2324534357449299
2020-05-18,factor_reversal_5d,0.0646931853222325
2020-05-19,factor_momentum,0.1738513721862473
2020-05-19,factor_volatility,-0.2733888374961455
2020-05-19,factor_turnover,-0.25402405180388526
2020-05-19,factor_size,-0.1825582833125478
2020-05-19,factor_reversal_5d,-0.12846130126426147
2020-05-20,factor_momentum,0.16904101140918903
2020-05-20,factor_volatility,-0.24341658957755163
2020-05-20,factor_turnover,-0.2706753006475485
2020-05-20,factor_size,-0.19723695609240802
2020-05-20,factor_reversal_5d,-0.2696885599753315
2020-05-21,factor_momentum,0.06271970397779833
2020-05-21,factor_volatility,-0.2925069380203515
2020-05-21,factor_turnover,-0.372186247301881
2020-05-21,factor_size,-0.20574811930089845
2020-05-21,factor_reversal_5d,0.04446637271225125
2020-05-22,factor_momentum,0.27684242984890534
2020-05-22,factor_volatility,-0.3428307123034227
2020-05-22,factor_turnover,-0.41695960530373105
2020-05-22,factor_size,-0.39065005625056676
2020-05-22,factor_reversal_5d,0.21326590407623416
2020-05-25,factor_momentum,0.17187789084181312
2020-05-25,factor_volatility,-0.19432624113475178
2020-05-25,factor_turnover,-0.23527597903176073
2020-05-25,factor_size,-0.4218576546816982
2020-05-25,factor_reversal_5d,0.12057109383141634
2020-05-26,factor_momentum,0.33481344434165894
2020-05-26,factor_volatility,-0.2526672833795868
2020-05-26,factor_turnover,-0.20271353684859697
2020-05-26,factor_size,-0.336375972022512
2020-05-26,factor_reversal_5d,-0.11292013567684242
2020-05-27,factor_momentum,0.3991982732038237
2020-05-27,factor_volatility,-0.35047795251310515
2020-05-27,factor_turnover,-0.31705211224175145
2020-05-27,factor_size,-0.421919329777412
2020-05-27,factor_reversal_5d,0.13105149552883133
2020-05-28,factor_momentum,0.1757069290668569
2020-05-28,factor_volatility,-0.35079712619595715
2020-05-28,factor_turnover,-0.372814456373868
2020-05-28,factor_size,-0.4085484320566044
2020-05-28,factor_reversal_5d,0.27086866706270113
2020-05-29,factor_momentum,0.11989268869988409
2020-05-29,factor_volatility,-0.3856424806792053
2020-05-29,factor_turnover,-0.39674365555882424
2020-05-29,factor_size,-0.4173682427124158
2020-05-29,factor_reversal_5d,0.08110024981499361
2020-06-01,factor_momentum,0.2650856389986824
2020-06-01,factor_volatility,-0.40461133069828714
2020-06-01,factor_turnover,-0.37891963109354404
2020-06-01,factor_size,-0.37123657765522255
2020-06-01,factor_reversal_5d,0.0227931488801054
2020-06-02,factor_momentum,0.1725353273441676
2020-06-02,factor_volatility,-0.3292490118577075
2020-06-02,factor_turnover,-0.20882740447957837
2020-06-02,factor_size,-0.2340075108840019
2020-06-02,factor_reversal_5d,0.33254281949934117
2020-06-03,factor_momentum,0.11469415994891019
2020-06-03,factor_volatility,-0.17496706192358366
2020-06-03,factor_turnover,-0.0909090909090909
2020-06-03,factor_size,-0.2402661577122621
2020-06-03,factor_reversal_5d,-0.041106719367588924
2020-06-04,factor_momentum,-0.0761528326745718
2020-06-04,factor_volatility,-0.00303030303030303
2020-06-04,factor_turnover,0.10184453227931489
2020-06-04,factor_size,-0.11298504537332862
2020-06-04,factor_reversal_5d,-0.10415705932083529
2020-06-05,factor_momentum,-0.06600790513833991
2020-06-05,factor_volatility,-0.12503293807641633
2020-06-05,factor_turnover,-0.020553359683794462
2020-06-05,factor_size,-0.19098754900132925
2020-06-05,factor_reversal_5d,-0.18577075098814227
2020-06-08,factor_momentum,-0.08603145235892691
2020-06-08,factor_volatility,-0.0608695652173913
2020-06-08,factor_turnover,0.012765957446808512
2020-06-08,factor_size,0.030529172378280792
2020-06-08,factor_reversal_5d,0.1811285846438483
2020-06-09,factor_momentum,-0.08221797385691904
2020-06-09,factor_volatility,-0.049892075238976256
2020-06-09,factor_turnover,-0.035460992907801414
2020-06-09,factor_size,-0.05507586047233283
2020-06-09,factor_reversal_5d,0.20779621449659433
2020-06-10,factor_momentum,-0.13142152328091272
2020-06-10,factor_volatility,0.02312673450508788
2020-06-10,factor_turnover,0.09688559975331483
2020-06-10,factor_size,-0.016282225268416425
2020-06-10,factor_reversal_5d,0.14278665377251878
2020-06-11,factor_momentum,-0.0717237126117792
2020-06-11,factor_volatility,-0.017699660807893924
2020-06-11,factor_turnover,0.011039161270428614
2020-06-11,factor_size,-0.0030220796899712303
2020-06-11,factor_reversal_5d,0.03077397471477027
2020-06-12,factor_momentum,-0.11538698735738515
2020-06-12,factor_volatility,0.031637372802960216
2020-06-12,factor_turnover,0.053715695343817454
2020-06-12,factor_size,0.015048723354142453
2020-06-12,factor_reversal_5d,0.026706963750972194
2020-06-15,factor_momentum,-0.13499845821769965
2020-06-15,factor_volatility,0.02497687326549491
2020-06-15,factor_turnover,-0.031021616469157253
2020-06-15,factor_size,-0.009004563974199992
2020-06-15,factor_reversal_5d,-0.20925069380203515
2020-06-16,factor_momentum,-0.2770891150169596
2020-06-16,factor_volatility,0.1955596669750231
2020-06-16,factor_turnover,0.1608436893669227
2020-06-16,factor_size,-0.04261749113816571
2020-06-16,factor_reversal_5d,0.053408985809722025
2020-06-17,factor_momentum,-0.23478260869565218
2020-06-17,factor_volatility,0.14104224483502928
2020-06-17,factor_turnover,0.13919639835166583
2020-06-17,factor_size,-0.15474281514566973
2020-06-17,factor_reversal_5d,0.11649707061362935
2020-06-18,factor_momentum,-0.4017884674683934
2020-06-18,factor_volatility,0.29781066913351834
2020-06-18,factor_turnover,0.2242437325683017
2020-06-18,factor_size,-0.11132354776322592
2020-06-18,factor_reversal_5d,0.3041011409189023
2020-06-19,factor_momentum,-0.20098674067221708
2020-06-19,factor_volatility,0.2582176996608079
2020-06-19,factor_turnover,0.14400690746616737
2020-06-19,factor_size,-0.09195756770912457
2020-06-19,factor_reversal_5d,0.050138760407030525
2020-06-22,factor_momentum,-0.20715386987357384
2020-06-22,factor_volatility,0.2432932469935245
2020-06-22,factor_turnover,0.13321409855542676
2020-06-22,factor_size,-0.09023066502914101
2020-06-22,factor_reversal_5d,0.2245451742213999
2020-06-23,factor_momentum,-0.16743755781683625
2020-06-23,factor_volatility,0.25143385753931546
2020-06-23,factor_turnover,0.18279934635105788
2020-06-23,factor_size,-0.03768348348106983
2020-06-23,factor_reversal_5d,0.021523944627705526
2020-06-24,factor_momentum,-0.1612704286154795
2020-06-24,factor_volatility,0.3702127659574468
2020-06-24,factor_turnover,0.3258194827168146
2020-06-24,factor_size,0.065067225977952
2020-06-24,factor_reversal_5d,-0.1834777514825901
2020-06-29,factor_momentum,-0.15998026465406345
2020-06-29,factor_volatility,0.347641073080481
2020-06-29,factor_turnover,0.39575688445841367
2020-06-29,factor_size,0.10139385735332045
2020-06-29,factor_reversal_5d,-0.20518038852913967
2020-06-30,factor_momentum,-0.1602269574291661
2020-06-30,factor_volatility,0.34357076780758555
2020-06-30,factor_turnover,0.389527891887072
2020-06-30,factor_size,0.09411619605910401
2020-06-30,factor_reversal_5d,-0.17399617723208446
2020-07-01,factor_momentum,0.012889300030835646
2020-07-01,factor_volatility,0.11032994141227258
2020-07-01,factor_turnover,0.21005889799989982
2020-07-01,factor_size,0.12816084889306562
2020-07-01,factor_reversal_5d,-0.2762257169287696
2020-07-02,factor_momentum,0.19358618563058894
2020-07-02,factor_volatility,0.021399938328707985
2020-07-02,factor_turnover,0.07789084181313598
2020-07-02,factor_size,0.06987788344362049
2020-07-02,factor_reversal_5d,-0.012765957446808512
2020-07-03,factor_momentum,0.09318532223250076
2020-07-03,factor_volatility,0.005488744989207524
2020-07-03,factor_turnover,0.02966389145852606
2020-07-03,factor_size,0.09744665122764376
2020-07-03,factor_reversal_5d,0.23305581251927227
2020-07-06,factor_momentum,-0.17668825161887142
2020-07-06,factor_volatility,0.262904717853839
2020-07-06,factor_turnover,-0.075177304964539
2020-07-06,factor_size,0.0518070803995068
2020-07-06,factor_reversal_5d,0.4722170829478877
2020-07-07,factor_momentum,-0.10798976230118161
2020-07-07,factor_volatility,0.2434857690263078
2020-07-07,factor_turnover,-0.008449227547265495
2020-07-07,factor_size,0.10993924820967653
2020-07-07,factor_reversal_5d,0.38891115994931535
2020-07-08,factor_momentum,-0.2074005550416281
